fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,fighting_style
Damir Mirenic,"6' 0""",185 lbs.,,Orthodox,02-Aug-74,0.84,50%,9.86,35%,0,0%,0%,0,
Vitor Miranda,"6' 1""",185 lbs.,"77""",Orthodox,10-Mar-79,2.98,45%,2.95,58%,0.95,55%,50%,0.2,
Toby Misech,"5' 8""",145 lbs.,,Southpaw,07-Mar-88,3.27,40%,7.73,46%,0,0%,0%,0,
Kazuo Misaki,"5' 8""",183 lbs.,,Orthodox,25-Apr-76,2.85,40%,2.74,63%,0.72,38%,51%,0.6,
Dokonjonosuke Mishima,"5' 7""",155 lbs.,,Southpaw,19-Apr-72,1.06,41%,1.22,52%,2.47,40%,25%,1.4,
Felix Lee Mitchell,,,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Danny Mitchell,"6' 2""",170 lbs.,,Orthodox,08-Aug-86,2.53,49%,2.53,52%,0,0%,100%,3,
Brad Mitchell,"5' 11""",145 lbs.,,,10-Oct-74,1.15,33%,4.2,52%,0,0%,100%,1.9,
David Mitchell,"6' 0""",170 lbs.,"75""",Orthodox,24-Oct-79,1.74,32%,2.06,55%,0.66,50%,29%,2,
Maurice Mitchell,"5' 9""",145 lbs.,,Orthodox,29-Jun-87,3.8,55%,3.54,60%,0,0%,100%,0,
Clay Mitchell,"6' 2""",185 lbs.,,,,1.63,85%,0,0%,0,0%,100%,4.1,
Bryce Mitchell,"5' 10""",145 lbs.,"70""",Southpaw,04-Oct-94,2.29,61%,1.46,60%,3.26,46%,33%,2.3,
Roman Mitichyan,"5' 10""",170 lbs.,,Orthodox,04-Sep-78,0.26,16%,2.7,43%,1.93,100%,25%,1.9,
Eiji Mitsuoka,"5' 7""",145 lbs.,,Southpaw,01-Jan-76,1.49,49%,2.26,45%,2.3,36%,20%,1.6,
Jonathan  Mix,"6' 0""",168 lbs.,,,09-Nov-80,0,0%,0,0%,0,0%,0%,0,
Matt Mitrione,"6' 3""",265 lbs.,"82""",Switch,15-Jul-78,3.55,50%,2.79,64%,0,0%,55%,0.7,
Motoki Miyazawa,"5' 11""",168 lbs.,,Southpaw,,1.23,28%,3.91,61%,0,0%,0%,0,
Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,22-Sep-81,2.12,34%,2.12,58%,2.23,50%,69%,0.6,
Tomoya Miyashita,"5' 7""",139 lbs.,,Southpaw,,1.67,65%,0.93,33%,4,80%,0%,2,
Kazuyuki Miyata,"5' 8""",139 lbs.,,Orthodox,,2.04,52%,1.82,63%,4.31,46%,68%,0,
Takeya Mizugaki,"5' 7""",135 lbs.,"69""",Orthodox,16-Dec-83,3.37,37%,3.27,57%,1.46,57%,70%,0.1,
Tatsuya Mizuno,"6' 1""",205 lbs.,,Southpaw,02-Jun-81,2.25,37%,3.52,53%,1.19,25%,40%,3.6,
Bobby Moffett,"5' 10""",145 lbs.,"73""",Orthodox,01-Jun-90,3.41,39%,3.15,61%,2.74,66%,66%,1.4,
Roxanne Modafferi,"5' 7""",125 lbs.,"69""",Orthodox,24-Sep-82,3.13,30%,5.03,53%,1.42,23%,30%,0.1,
Bronson Mohika,,135 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Thiago Moises,"5' 9""",155 lbs.,"70""",Orthodox,23-Mar-95,2.85,37%,3.88,60%,1.06,33%,63%,1.2,
Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,03-Mar-83,3.79,41%,2.5,74%,0.45,50%,71%,0,
Renato Moicano,"5' 11""",155 lbs.,"72""",Orthodox,21-May-89,5.4,46%,3.74,65%,1.28,53%,78%,0.6,
Ashkan Mokhtarian,"5' 6""",125 lbs.,"67""",Southpaw,15-Sep-85,1.95,43%,3.66,43%,0.54,16%,33%,0,
Suman Mokhtarian,"5' 8""",145 lbs.,"72""",Orthodox,13-Jun-92,2.21,43%,6.85,48%,0,0%,0%,0,
Rudyard Moncayo,"5' 10""",195 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Dan Molina,"5' 10""",216 lbs.,,,14-Jun-84,0,0%,5.58,60%,0,0%,0%,20.9,
Jeff Molina,"5' 6""",125 lbs.,"69""",Orthodox,17-Jul-97,5.07,38%,5.53,55%,0,0%,0%,0,
Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,18-Jan-71,0.97,30%,2.87,59%,1.06,12%,66%,0.7,
Hidetaka Monma,"6' 0""",168 lbs.,,Orthodox,23-Oct-73,1.67,25%,9.76,34%,0,0%,0%,0,
Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,03-Nov-87,1.92,25%,5.38,52%,0.72,25%,33%,1.4,
Andrew Montanez,,185 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Nicco Montano,"5' 5""",135 lbs.,"65""",Southpaw,16-Dec-88,5.6,41%,4.43,64%,2.25,54%,69%,0.4,
Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,19-Nov-85,2.79,44%,2.06,64%,2.29,36%,66%,0,
Alberto Montes,"5' 7""",135 lbs.,,,31-May-94,0,0%,0,0%,0,0%,0%,0,
Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,25-Oct-84,3.46,46%,2.66,56%,0,0%,66%,0,
James Moontasri,"5' 10""",170 lbs.,"71""",Switch,10-Apr-88,2.39,48%,3.86,40%,0,0%,79%,0.2,
Homer Moore,"5' 10""",205 lbs.,,Orthodox,27-Nov-71,0.68,50%,0.68,0%,5.07,66%,0%,0,
Steve Montgomery,"6' 4""",185 lbs.,,Southpaw,19-Dec-90,4.85,39%,4.12,47%,0,0%,64%,0,
Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,30-Dec-83,1.83,26%,2.3,57%,0.78,14%,54%,0,
Nate Moore,"6' 0""",170 lbs.,,,,2.21,25%,2.87,42%,1.23,16%,25%,0,
Dustin Moore,"5' 4""",125 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Taylor Moore,"5' 10""",135 lbs.,"70""",Southpaw,16-Oct-93,0.2,75%,2.07,42%,0,0%,25%,0,
Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,23-Jul-82,2.42,42%,3.73,59%,1.2,38%,75%,0.4,
Ricardo Morais,"6' 8""",270 lbs.,,Orthodox,26-Feb-67,2.86,37%,2.39,53%,0,0%,0%,0,
Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88,3.38,39%,4.11,56%,1,41%,66%,0.4,
Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,11-Oct-90,3,42%,3.64,63%,0,0%,53%,0,
John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,20-Mar-84,2.57,43%,2.55,56%,0.62,23%,44%,1.1,
Leonardo Morales,"5' 8""",135 lbs.,,Southpaw,22-Dec-92,2.05,47%,2.05,58%,0,0%,62%,0,
Vince Morales,"5' 7""",145 lbs.,"70""",Orthodox,12-Nov-90,4.22,39%,4.16,53%,0,0%,55%,0,
Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,22-Aug-94,1.58,37%,1.72,60%,0.53,50%,23%,2.6,
Albert Morales,"5' 9""",135 lbs.,"72""",Orthodox,25-May-91,3.81,35%,3.96,56%,0.91,35%,70%,0.2,
Omar Morales,"5' 11""",145 lbs.,"73""",Orthodox,17-Oct-85,3.39,34%,2.99,65%,0.29,100%,100%,0,
Joe Moreira,"5' 11""",195 lbs.,,Southpaw,,0,0%,0,0%,0,0%,0%,0,
Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,08-Sep-86,2.82,34%,2.46,46%,3.26,66%,50%,2.2,
Sarah Moras,"5' 7""",135 lbs.,"67""",Orthodox,30-Apr-88,2.28,34%,3.58,50%,0.67,21%,33%,0.8,
Richardson Moreira,"6' 2""",185 lbs.,,Orthodox,31-Mar-84,1.17,28%,1.83,67%,0,0%,100%,0,
Gisele Moreira,"5' 6""",135 lbs.,,Orthodox,14-Jan-81,5.93,42%,6.33,48%,4,57%,0%,0,
Jesse Moreng,"5' 7""",145 lbs.,,Orthodox,09-Nov-79,1.26,40%,2.08,48%,5.56,100%,100%,0,
Vinicius Moreira,"6' 4""",205 lbs.,"76""",Orthodox,28-Feb-89,3.15,59%,5.07,43%,1.97,18%,0%,1.3,
Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,07-Dec-93,3.41,38%,3.41,59%,2.01,45%,67%,0.6,
Mike Moreno,"6' 0""",185 lbs.,,,,1.27,51%,1.07,58%,0,0%,44%,0,
Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,21-Nov-86,2.67,43%,3.56,43%,1.25,27%,45%,0.4,
Sammy Morgan,"5' 10""",170 lbs.,,Orthodox,28-Sep-81,1.05,22%,3.74,40%,1.43,20%,0%,0.5,
Peggy Morgan,"6' 1""",135 lbs.,,,16-Dec-79,2.27,23%,8.2,33%,0,0%,50%,0,
Alex Morono,"5' 11""",170 lbs.,"72""",Orthodox,16-Aug-90,4.96,42%,3.69,56%,0.44,28%,47%,0.4,
Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,08-Sep-91,4.09,31%,4.15,53%,0.56,18%,47%,0.4,
Sergey Morozov,"5' 6""",135 lbs.,,Orthodox,14-Jun-89,0.81,23%,2.89,39%,0,0%,54%,0,
Brad Morris,"6' 2""",205 lbs.,,Orthodox,01-Nov-79,0.5,62%,6.95,27%,0,0%,0%,0,
Scott Morris,"5' 10""",210 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Anthony Morrison,"5' 7""",145 lbs.,,Orthodox,29-Mar-84,1.7,33%,0.49,80%,0,0%,50%,0,
Jack Morrison,"5' 11""",205 lbs.,,,,0,0%,19.31,40%,0,0%,0%,0,
Harry Moskowitz,"6' 5""",275 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Nikolas Motta,"5' 9""",155 lbs.,"70""",Orthodox,08-Feb-93,2.8,27%,3.6,66%,0,0%,100%,0,
Juan Mott,"6' 0""",190 lbs.,,Switch,,0,0%,0,0%,0,0%,0%,0,
Flavio Luiz Moura,"5' 11""",183 lbs.,,Open Stance,,0.67,16%,0,0%,0,0%,0%,0,
Kin Moy,"5' 5""",135 lbs.,,,,2.3,33%,1.93,62%,1.67,42%,50%,1.7,
Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,17-Mar-89,4.51,51%,4,65%,1,21%,50%,0,
Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,01-Aug-85,3.75,50%,1.21,68%,1.59,60%,59%,1.1,
Su Mudaerji,"5' 8""",125 lbs.,"72""",Southpaw,20-Jan-96,4.49,51%,2.19,68%,0.4,100%,77%,0.8,
Garrett Mueller,"5' 9""",135 lbs.,,,29-Jan-89,0,0%,0,0%,0,0%,0%,0,
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91,4.08,41%,3.77,58%,0.7,50%,71%,0,
Belal Muhammad,"5' 11""",170 lbs.,"72""",Orthodox,09-Jul-88,4.75,43%,4.02,60%,1.97,28%,85%,0.2,
Fazlo Mulabitinovic,,135 lbs.,,,,0.54,16%,0,100%,0,0%,0%,8,
James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,20-Feb-88,2.4,31%,3.47,42%,0,0%,25%,0,
Quinn Mulhern,"6' 3""",155 lbs.,,Orthodox,20-Sep-84,1.48,28%,2.09,51%,1.36,20%,33%,0,
Jamie Mullarkey,"6' 0""",155 lbs.,"74""",Orthodox,17-Aug-94,1.87,33%,4.6,42%,4,30%,66%,0.5,
Jim Mullen,"6' 1""",215 lbs.,,Southpaw,,0,0%,0,0%,0,0%,0%,0,
Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,07-Sep-86,5.6,43%,5.87,58%,0.68,21%,80%,0.8,
Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,17-Feb-90,2.21,58%,1.8,45%,2.61,35%,37%,2.2,
Alexander Munoz,"5' 9""",155 lbs.,"72""",Switch,27-Feb-90,3.27,40%,5.23,52%,2.5,35%,0%,0,
Mark Munoz,"6' 0""",185 lbs.,"71""",Orthodox,09-Feb-78,3.12,51%,2.26,57%,3.17,29%,57%,0.6,
Andy Murad,"5' 9""",185 lbs.,,,,2.6,76%,2.87,32%,1,20%,42%,0,
Johnny Munoz,"5' 9""",145 lbs.,"71""",Orthodox,16-Feb-93,3.27,62%,1.4,58%,2,12%,0%,1,
Kazunari Murakami,"6' 1""",220 lbs.,,Orthodox,29-Nov-73,0,0%,0,0%,0,0%,0%,0,
Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,08-Feb-90,5.32,42%,2.92,64%,0.36,16%,100%,0.4,
Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,10-Aug-93,1.93,67%,1.93,52%,4,44%,0%,2,
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,,0.84,36%,1.89,50%,4.74,50%,100%,3.2,
Vince Murdock,"5' 6""",145 lbs.,"64""",Orthodox,21-Mar-91,1.21,21%,7.17,40%,0,0%,0%,0,
Tom Murphy,"6' 2""",227 lbs.,,Southpaw,19-Nov-74,2.5,71%,0.17,84%,7.51,85%,0%,2.5,
Ian Murphy,"6' 1""",185 lbs.,,Orthodox,14-Jun-85,0,0%,1.93,30%,4.13,100%,0%,0,
Jon Murphy,"6' 3""",260 lbs.,,Orthodox,09-Aug-77,3.93,66%,8.85,43%,0,0%,0%,0,
Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-83,3.8,38%,3.82,63%,1.18,37%,70%,0.1,
Patrick Murphy,"6' 0""",170 lbs.,,,,3.4,66%,0.8,42%,0,0%,50%,1,
Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,22-Jul-91,2.86,42%,2.07,63%,0.87,33%,41%,0.9,
Lee Murray,"6' 3""",185 lbs.,,Orthodox,12-Sep-77,0.36,15%,3.28,32%,0.9,100%,42%,1.8,
Azamat Murzakanov,"5' 11""",205 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93,4.8,69%,0.4,78%,7.5,100%,33%,0,
Nicholas Musoke,"6' 0""",170 lbs.,"75""",Orthodox,05-Apr-86,3.56,35%,3.8,57%,1.16,19%,82%,0.2,
Andre Mussi,"6' 3""",242 lbs.,,Orthodox,,0,0%,10.59,35%,0,0%,0%,0,
Max Mustaki,"6' 0""",155 lbs.,,Orthodox,07-Nov-87,8.2,50%,13,45%,0,0%,0%,0,
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,02-Aug-88,2.59,58%,2.68,41%,3.31,50%,23%,0.4,
Fiona Muxlow,"5' 4""",145 lbs.,,,13-May-77,1.44,27%,5.45,34%,0,0%,0%,0,
Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,19-Jul-86,3.41,40%,4.27,38%,0,0%,81%,0,
Ho Bae Myeon,"5' 11""",168 lbs.,,Orthodox,,3.16,16%,3.16,83%,0,0%,0%,0,
Na Liang,,115 lbs.,,,27-Jul-96,0,0%,0,0%,0,0%,0%,0,
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,31-Oct-73,1.05,19%,1.5,63%,0.98,28%,28%,0,
Yuji Nagata,"6' 0""",225 lbs.,,Orthodox,24-Apr-68,1.45,40%,14.46,4%,0,0%,0%,0,
Logan Nail,,185 lbs.,,,20-Jun-89,1.93,51%,2.27,39%,0,0%,37%,0,
Greg Nagy,"6' 1""",210 lbs.,,Orthodox,18-Oct-83,0.41,50%,2.69,37%,0,0%,0%,1.2,
Yukiya Naito,"6' 1""",205 lbs.,,Orthodox,,1.54,33%,5.13,60%,0,0%,0%,0,
Muhammad Naimov,"5' 9""",145 lbs.,"70""",Orthodox,07-Aug-94,3.47,41%,5.87,44%,0,0%,25%,0,
Andrews Nakahara,"6' 1""",185 lbs.,,Orthodox,12-Mar-83,2.68,44%,1.9,57%,0,0%,72%,0.4,
Rin Nakai,"5' 1""",135 lbs.,,Orthodox,22-Oct-86,1.57,33%,3.9,60%,3,18%,75%,0.5,
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,22-May-84,2.23,36%,3.2,58%,1.65,48%,63%,0.3,
Yusaku Nakamura,"5' 5""",145 lbs.,,,21-Jun-86,1.72,45%,3.67,55%,0,0%,83%,0,
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,16-Jul-79,1.56,37%,1.83,59%,1.73,36%,42%,0.6,
Daisuke Nakamura,"5' 7""",154 lbs.,,Orthodox,10-Jun-80,0.94,30%,1.38,61%,0.46,40%,30%,3.6,
Yoshihiro Nakao,"6' 0""",220 lbs.,,Southpaw,25-Jun-72,1.73,35%,2.06,64%,2.69,46%,0%,0.5,
Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,06-Oct-83,3.64,31%,5.69,64%,0,0%,100%,0,
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,30-Nov-70,0.53,38%,1.06,44%,0.38,50%,56%,0,
Yui Chul Nam,"5' 9""",145 lbs.,,Orthodox,16-Jul-81,3.53,51%,2,48%,1.33,16%,57%,0.3,
Roger Narvaez,"6' 3""",185 lbs.,,Southpaw,09-Sep-83,2.12,37%,3.32,64%,0,0%,50%,0.9,
Yasuhito Namekawa,"5' 9""",205 lbs.,,Orthodox,27-Oct-74,0.14,50%,3.65,38%,2.11,25%,0%,4.2,
Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,29-Jun-92,4.13,40%,3.98,60%,1.91,53%,50%,0.8,
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,14-Apr-87,3.33,42%,3,58%,1.92,41%,70%,0,
Allan Nascimento,"5' 9""",125 lbs.,,Orthodox,11-Sep-91,7,68%,5.4,44%,1,10%,0%,0,
Fabio Nascimento,"5' 10""",185 lbs.,,Orthodox,,2.94,38%,4.63,55%,0,0%,55%,0.8,
Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,26-Mar-90,3.42,37%,3.95,51%,2.37,33%,100%,1.6,
Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,26-Nov-92,4.23,55%,4.32,42%,2.7,100%,100%,2.7,
Reza Nasri,"5' 11""",205 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,26-Jun-70,1.3,43%,1.73,50%,3,60%,0%,1.5,
Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,25-Dec-82,3.1,47%,2.48,57%,2.55,34%,77%,0.5,
Kevin Natividad,"5' 6""",145 lbs.,"70""",Orthodox,02-Apr-93,2.57,24%,3.74,54%,0,0%,100%,0,
Danny Navarro,"5' 10""",155 lbs.,,,27-May-83,3.83,32%,4.62,57%,2.17,25%,100%,0,
Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,18-Aug-96,3.17,52%,1.3,68%,1.25,71%,70%,0.2,
Marcio Navarro,"6' 0""",155 lbs.,,,17-Sep-78,0,0%,0,0%,0,0%,0%,0,
Tafon Nchukwi,"6' 0""",205 lbs.,"77""",Orthodox,14-Oct-94,7.59,55%,4.31,52%,0,0%,75%,0,
Josh Neal,"6' 0""",185 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Joe Neal,"5' 6""",135 lbs.,,,29-Jul-86,1.87,19%,3.8,66%,0,0%,0%,0,
Dustin Neace,"5' 9""",145 lbs.,,,12-Sep-86,2.08,32%,2.66,56%,0,0%,0%,1.7,
Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,28-Aug-90,4.94,49%,4.93,61%,0.5,50%,92%,0.2,
Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,04-Sep-94,0.73,40%,4.67,18%,0,0%,40%,0,
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,09-Dec-81,3.33,43%,5.39,43%,2.77,41%,0%,0,
Steve Nelmark,"6' 0""",240 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,24-Mar-83,3.29,46%,3.63,58%,1.09,34%,46%,1.3,
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,29-Nov-84,1.38,31%,2.84,61%,1.31,18%,54%,1.6,
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,20-Apr-91,3.63,41%,6.82,47%,0.96,12%,60%,1.9,
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,28-Jul-88,1.71,57%,3.33,49%,1.72,55%,66%,0.9,
Roy Nelson,"6' 0""",263 lbs.,"73""",Orthodox,20-Jun-76,2.18,36%,4.79,46%,1.14,27%,65%,0.1,
Lissette Neri,"5' 2""",145 lbs.,,,05-Aug-87,0,0%,0,0%,0,0%,0%,0,
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,25-Apr-94,1.98,35%,4.81,51%,1.06,25%,76%,0,
Mario Neto,"6' 0""",229 lbs.,,Orthodox,,1.89,50%,1.89,70%,2.84,100%,0%,0,
Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,29-Oct-87,1.36,33%,3.92,45%,3.07,37%,0%,0.5,
Nick Newell,"5' 10""",155 lbs.,,Southpaw,17-Mar-86,3.53,46%,4.07,36%,0,0%,33%,0,
Journey Newson,"5' 5""",135 lbs.,"67""",Orthodox,07-Mar-89,2.76,32%,2.76,65%,0,0%,0%,0.9,
Jeff Newton,"6' 2""",205 lbs.,,Sideways,11-Dec-66,0.28,20%,1.41,52%,0,0%,0%,8.5,
Emanuel Newton,"6' 1""",205 lbs.,,,02-Jan-84,1.92,49%,1.35,51%,2.02,100%,0%,0,
Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,05-Sep-86,2.23,37%,2.03,47%,0,0%,71%,0.5,
Carlos Newton,"5' 9""",170 lbs.,,Orthodox,17-Aug-76,0.65,41%,1.55,44%,2.47,70%,43%,0.9,
Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,03-Aug-88,3.51,40%,3.01,59%,0.25,33%,63%,1,
Alex Nicholson,"6' 4""",185 lbs.,"77""",Orthodox,02-May-90,4.12,43%,4.65,47%,0,0%,50%,0.5,
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,13-Dec-71,4.44,52%,1.11,64%,11.11,80%,0%,2.8,
Steven Nguyen,"5' 11""",145 lbs.,,Switch,19-May-93,6.3,31%,9.04,59%,0,0%,100%,0,
Matheus Nicolau,"5' 6""",125 lbs.,"66""",Orthodox,06-Jan-93,3.79,52%,2.83,67%,1.93,44%,100%,1.4,
Jaimelene Nievera,"5' 5""",125 lbs.,,Orthodox,28-Oct-84,1.67,53%,8.73,33%,1.79,16%,0%,0,
Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,25-Jul-82,1.91,54%,2.31,58%,2.97,46%,33%,0.5,
Khomkrit Niimi,"5' 2""",125 lbs.,,,,0,0%,5.73,44%,0,0%,0%,0,
Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,01-Apr-88,3.05,44%,1.62,62%,5.32,62%,55%,1.1,
Hans Nijman,"6' 0""",250 lbs.,,Switch,23-Oct-59,0,0%,0,0%,0,0%,0%,0,
Jack Nilson,,,,,,0,0%,0,0%,0,0%,0%,0,
Mats Nilsson,"6' 1""",170 lbs.,,Orthodox,05-Dec-83,2.99,39%,5.62,63%,3.87,83%,44%,2.3,
Guangyou Ning,"5' 4""",145 lbs.,"64""",Southpaw,15-Dec-81,2.66,41%,1.91,61%,1.09,50%,62%,0.3,
Soichi Nishida,"5' 11""",320 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Yosuke Nishijima,"5' 9""",205 lbs.,,Orthodox,15-May-73,1.72,37%,5.59,56%,0,0%,0%,0,
Akiyo Nishiura,"5' 8""",139 lbs.,,Southpaw,08-Aug-83,1.59,57%,1.26,57%,0,0%,52%,0.3,
Chidi Njokuani,"6' 3""",170 lbs.,,,31-Dec-88,1.93,51%,1.73,49%,0,0%,80%,0,
Kyle Noblitt,"6' 2""",243 lbs.,,,26-Dec-89,0,0%,0,0%,0,0%,0%,0,
Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,01-Mar-80,3.94,46%,2.41,65%,0.5,45%,53%,0.2,
Derrick Noble,"5' 9""",170 lbs.,,Southpaw,14-Aug-78,6.21,40%,3.79,59%,0,0%,0%,0,
Jacob Noe,,205 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Pedro Nobre,"5' 5""",135 lbs.,,,13-Feb-86,1.37,30%,9.16,35%,0,0%,0%,0,
Antonio Rodrigo Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,02-Jun-76,1.95,42%,2.4,55%,1.3,29%,36%,2.4,
Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,02-Jun-76,2.43,35%,2.34,59%,0.64,44%,62%,0.8,
Alexandre Franca Nogueira,"5' 7""",145 lbs.,,Orthodox,15-Jan-78,0.6,20%,4.18,57%,0,0%,0%,0,
Talita Nogueira,"5' 10""",145 lbs.,,,13-Oct-85,0,0%,0,0%,0,0%,0%,0,
Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80,3.23,50%,2.09,64%,1.53,54%,66%,0.8,
KJ Noons,"5' 10""",155 lbs.,"70""",Orthodox,07-Dec-82,3.68,35%,3.78,65%,0.08,20%,68%,0,
Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,01-Mar-96,3.58,52%,1.96,58%,1.81,34%,41%,0.6,
Scott Norton,"5' 10""",170 lbs.,,Orthodox,15-Mar-73,0.67,30%,0.34,60%,2.52,25%,0%,0,
Jan Nortje,"6' 1""",310 lbs.,,Southpaw,11-Apr-75,3.32,51%,4.5,32%,0,0%,66%,2.9,
Jason Novelli,"6' 0""",155 lbs.,,Orthodox,08-Jun-79,1.73,24%,3.55,66%,0.7,33%,100%,0,
Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,30-May-88,4.5,51%,2.45,57%,2.5,53%,84%,0.9,
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,03-Feb-84,1.79,35%,2.48,56%,0.99,28%,44%,0.7,
Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,30-Nov-82,2.72,43%,2.59,58%,1.18,44%,65%,0.6,
Josiane Nunes,,135 lbs.,,,23-Dec-93,0,0%,0,0%,0,0%,0%,0,
Istela Nunes,"5' 4""",115 lbs.,,,23-Jul-92,0,0%,0,0%,0,0%,0%,0,
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,20-Sep-88,4.1,48%,1.75,65%,5.32,48%,84%,0.8,
Nick Nolte,"6' 0""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,05-Apr-92,4.65,46%,2.37,60%,0.45,7%,71%,0,
Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,13-Nov-89,1.41,44%,0.71,81%,5.29,100%,0%,0,
Jonatas Novaes,"5' 11""",170 lbs.,,,02-Mar-81,0,0%,0,0%,0,0%,0%,0,
Umar Nurmagomedov,"5' 8""",135 lbs.,,Orthodox,01-Mar-96,2.89,60%,0.81,76%,8.67,45%,0%,1.7,
Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,13-Jun-92,5.38,43%,5.8,48%,0,0%,78%,0,
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,25-Sep-84,1.31,31%,1.92,69%,6.39,54%,25%,0.2,
